répond au tchat du chef de l’ église avec un SMS	[IN:SEND_MESSAGE [SL:GROUP chef de l’ église SL:GROUP] IN:SEND_MESSAGE]
L' événement commence quand ?	[IN:GET_DATE_TIME_EVENT  IN:GET_DATE_TIME_EVENT]
Recommande - moi des évènements à Buffalo	[IN:GET_EVENT [SL:LOCATION Buffalo SL:LOCATION] IN:GET_EVENT]
Quel genre d’ évènement est l’ Oktoberfest ?	[IN:GET_CATEGORY_EVENT [SL:TITLE_EVENT Oktoberfest SL:TITLE_EVENT] IN:GET_CATEGORY_EVENT]
Passe un appel WhatsApp à Jonathan .	[IN:CREATE_CALL [SL:NAME_APP WhatsApp SL:NAME_APP] [SL:CONTACT Jonathan SL:CONTACT] IN:CREATE_CALL]
appelle Ronald à la place	[IN:CREATE_CALL [SL:CONTACT Ronald SL:CONTACT] IN:CREATE_CALL]
appel Arturo Berry a la place	[IN:CREATE_CALL [SL:CONTACT Arturo Berry SL:CONTACT] IN:CREATE_CALL]
Peux - tu appeler Stacey ?	[IN:CREATE_CALL [SL:CONTACT Stacey SL:CONTACT] IN:CREATE_CALL]
appelle Hélène	[IN:CREATE_CALL [SL:CONTACT Hélène SL:CONTACT] IN:CREATE_CALL]
Envoyez - le à Hoffmeyer Harley	[IN:SEND_MESSAGE [SL:RECIPIENT Hoffmeyer Harley SL:RECIPIENT] IN:SEND_MESSAGE]
appelle John s' il te plaît	[IN:CREATE_CALL [SL:CONTACT John SL:CONTACT] IN:CREATE_CALL]
Ajoutez David à mon appel s' il vous plaît	[IN:UPDATE_CALL [SL:CONTACT_ADDED David SL:CONTACT_ADDED] IN:UPDATE_CALL]
j' aimerais laisser un message vidéo maintenant	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
enregistrons un message vidéo pour Marie	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Marie SL:RECIPIENT] IN:SEND_MESSAGE]
Réponds avec un message vidéo	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
envoie message vidéo	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Envoie une vidéo à Thomas D Small	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Thomas D Small SL:RECIPIENT] IN:SEND_MESSAGE]
Envoie une vidéo à Veronica	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Veronica SL:RECIPIENT] IN:SEND_MESSAGE]
Puis - je envoyer un message vidéo à Diana ?	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Diana SL:RECIPIENT] IN:SEND_MESSAGE]
message vidéo Steve Kessler	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Steve Kessler SL:RECIPIENT] IN:SEND_MESSAGE]
Envoie un message vidéo à Trina	[IN:SEND_MESSAGE [SL:RECIPIENT Trina SL:RECIPIENT] [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Envoyer ce message vidéo à Barrett .	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Barrett SL:RECIPIENT] IN:SEND_MESSAGE]
Peux - tu enregistrer et envoyer un message vidéo à Dee Walker s' il te plaît ?	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Dee Walker SL:RECIPIENT] IN:SEND_MESSAGE]
Je veux envoyer un message vidéo à Tanya Wills .	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Tanya Wills SL:RECIPIENT] IN:SEND_MESSAGE]
enregistrons un message vidéo d' anniversaire pour John	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT John SL:RECIPIENT] IN:SEND_MESSAGE]
Peux - tu enregistrer un message vidéo pour Jon	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Jon SL:RECIPIENT] IN:SEND_MESSAGE]
Envoie mon message vidéo à Jill .	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Jill SL:RECIPIENT] IN:SEND_MESSAGE]
Enregistre un message vidéo pour Harper Lane .	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] [SL:RECIPIENT Harper Lane SL:RECIPIENT] IN:SEND_MESSAGE]
Est - ce que je peux enregistrer un message vidéo	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Lance un message vidéo	[IN:SEND_MESSAGE [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Envoie un message vidéo à Sarah	[IN:SEND_MESSAGE [SL:RECIPIENT Sarah SL:RECIPIENT] [SL:TYPE_CONTENT vidéo SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Appelez Miriam Anastasia Randall pour moi	[IN:CREATE_CALL [SL:CONTACT Miriam Anastasia Randall SL:CONTACT] IN:CREATE_CALL]
appelle Jasmine Logan Mcmahon	[IN:CREATE_CALL [SL:CONTACT Jasmine Logan Mcmahon SL:CONTACT] IN:CREATE_CALL]
Appelez - moi Remington Kayson Merritt	[IN:CREATE_CALL [SL:CONTACT Remington Kayson Merritt SL:CONTACT] IN:CREATE_CALL]
Je veux appeler Christopher Clark Archer	[IN:CREATE_CALL [SL:CONTACT Christopher Clark Archer SL:CONTACT] IN:CREATE_CALL]
Appelle Christine Shaffer Wang maintenant	[IN:CREATE_CALL [SL:CONTACT Christine Shaffer Wang SL:CONTACT] IN:CREATE_CALL]
Je voudrais appeler Lucia Claire Guerra	[IN:CREATE_CALL [SL:CONTACT Lucia Claire Guerra SL:CONTACT] IN:CREATE_CALL]
Je voudrais appeler Benjamin Jude Mcintosh	[IN:CREATE_CALL [SL:CONTACT Benjamin Jude Mcintosh SL:CONTACT] IN:CREATE_CALL]
quand le jour va - t - il se lever	[IN:GET_SUNRISE  IN:GET_SUNRISE]
Tiens - moi au courant des prévisions météos	[IN:GET_WEATHER  IN:GET_WEATHER]
Passe en mode audio seul	[IN:UPDATE_METHOD_CALL  IN:UPDATE_METHOD_CALL]
Passe l' appel en cours en appel vidéo .	[IN:UPDATE_METHOD_CALL  IN:UPDATE_METHOD_CALL]
Change mon appel audio en appel vidéo	[IN:UPDATE_METHOD_CALL  IN:UPDATE_METHOD_CALL]
Hey , ajoute Steve Johnson à cet appel vidéo	[IN:UPDATE_CALL [SL:CONTACT_ADDED Steve Johnson SL:CONTACT_ADDED] IN:UPDATE_CALL]
Changez mon statut à déconnecté	[IN:SET_UNAVAILABLE  IN:SET_UNAVAILABLE]
Y a - t - il des appels manqués de samedi matin .	[IN:GET_CALL [SL:DATE_TIME de samedi matin SL:DATE_TIME] IN:GET_CALL]
Quelqu'un a appelé ?	[IN:GET_CALL  IN:GET_CALL]
Quand mamie a - t - elle essayé de m’ appeler en vidéo ?	[IN:GET_CALL_TIME [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION mamie SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:GET_CALL_TIME]
Appelez ma petite amie	[IN:CREATE_CALL [SL:CONTACT   [IN:GET_CONTACT     [SL:CONTACT_RELATED ma SL:CONTACT_RELATED]     [SL:TYPE_RELATION petite amie SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
Appeler Papa	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION Papa SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
Quand est - ce que ma maman m’ a appelé ?	[IN:GET_CALL_TIME [SL:CONTACT   [IN:GET_CONTACT [SL:CONTACT_RELATED ma SL:CONTACT_RELATED] [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:GET_CALL_TIME]
Peux - tu appeler mon frère John	[IN:CREATE_CALL [SL:CONTACT   [IN:GET_CONTACT     [SL:CONTACT John SL:CONTACT]     [SL:CONTACT_RELATED mon SL:CONTACT_RELATED]     [SL:TYPE_RELATION frère SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
Joue l’ album Number Ones sur iheartradio	[IN:PLAY_MUSIC [SL:MUSIC_TYPE album SL:MUSIC_TYPE] [SL:MUSIC_ALBUM_TITLE Number Ones SL:MUSIC_ALBUM_TITLE] [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
joue la chanson Somebody That I Used To Know	[IN:PLAY_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] [SL:MUSIC_TRACK_TITLE Somebody That I Used To Know SL:MUSIC_TRACK_TITLE] IN:PLAY_MUSIC]
Joue Save Tonight de will.i.am	[IN:PLAY_MUSIC [SL:MUSIC_ALBUM_TITLE Save Tonight SL:MUSIC_ALBUM_TITLE] [SL:MUSIC_ARTIST_NAME will.i.am SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
Il va faire chaud cet après - midi .	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE chaud SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME cet après - midi SL:DATE_TIME] IN:GET_WEATHER]
Quel temps fait - il en ce moment	[IN:GET_WEATHER  IN:GET_WEATHER]
Comment sera le temps de demain matin ?	[IN:GET_WEATHER [SL:DATE_TIME de demain matin SL:DATE_TIME] IN:GET_WEATHER]
Montre - moi la météo de la semaine s' il te plaît	[IN:GET_WEATHER [SL:DATE_TIME de la semaine SL:DATE_TIME] IN:GET_WEATHER]
J' ai besoin de savoir les prévisions météo pour les 10 prochains jours s' il vous plaît .	[IN:GET_WEATHER [SL:DATE_TIME pour les 10 prochains jours SL:DATE_TIME] IN:GET_WEATHER]
Quelles sont les prévisions pour les 10 prochains jours ?	[IN:GET_WEATHER [SL:DATE_TIME pour les 10 prochains jours SL:DATE_TIME] IN:GET_WEATHER]
Décris - moi le temps qu’ il fait , s’ il te plaît	[IN:GET_WEATHER  IN:GET_WEATHER]
Quel temps fait - il ?	[IN:GET_WEATHER  IN:GET_WEATHER]
Peut - on porter des shorts cet après - midi ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE shorts SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME cet après - midi SL:DATE_TIME] IN:GET_WEATHER]
Fait - il assez froid pour une veste ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE froid SL:WEATHER_ATTRIBUTE] [SL:WEATHER_ATTRIBUTE veste SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Météo à 8h du matin demain	[IN:GET_WEATHER [SL:DATE_TIME à 8h du matin demain SL:DATE_TIME] IN:GET_WEATHER]
Racontez - moi la météo à Taiwan mardi	[IN:GET_WEATHER [SL:DATE_TIME mardi SL:DATE_TIME] [SL:LOCATION Taiwan SL:LOCATION] IN:GET_WEATHER]
Météo de dimanche après - midi	[IN:GET_WEATHER [SL:DATE_TIME de dimanche après - midi SL:DATE_TIME] IN:GET_WEATHER]
Dis - moi le temps qu’ il fait au Queensland	[IN:GET_WEATHER [SL:LOCATION Queensland SL:LOCATION] IN:GET_WEATHER]
Quelles sont les prévisions météo pour demain ?	[IN:GET_WEATHER [SL:DATE_TIME pour demain SL:DATE_TIME] IN:GET_WEATHER]
Dis - moi quel temps est prévu pour samedi .	[IN:GET_WEATHER [SL:DATE_TIME pour samedi SL:DATE_TIME] IN:GET_WEATHER]
Donne - moi les prévisions météo pour demain	[IN:GET_WEATHER [SL:DATE_TIME pour demain SL:DATE_TIME] IN:GET_WEATHER]
est - ce qu' il pleut au vanuatu	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleut SL:WEATHER_ATTRIBUTE] [SL:LOCATION vanuatu SL:LOCATION] IN:GET_WEATHER]
Donnez - moi les prévisions pour la Russie	[IN:GET_WEATHER [SL:LOCATION Russie SL:LOCATION] IN:GET_WEATHER]
Temps à Wellington maintenant	[IN:GET_WEATHER [SL:LOCATION Wellington SL:LOCATION] IN:GET_WEATHER]
C’est quoi la météo à Auckland ?	[IN:GET_WEATHER [SL:LOCATION Auckland SL:LOCATION] IN:GET_WEATHER]
Montre - moi la météo à Perth , en Ecosse	[IN:GET_WEATHER [SL:LOCATION Perth , en Ecosse SL:LOCATION] IN:GET_WEATHER]
Y a - t - il de la pluie de prévue ce soir ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pluie SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:GET_WEATHER]
Répéter mon alarme dans 30 mins	[IN:SNOOZE_ALARM [SL:DATE_TIME dans 30 mins SL:DATE_TIME] IN:SNOOZE_ALARM]
Merci de répéter mon alarme à nouveau	[IN:SNOOZE_ALARM  IN:SNOOZE_ALARM]
Il me faut une nouvelle alarme pour cet après - midi .	[IN:CREATE_ALARM [SL:DATE_TIME pour cet après - midi SL:DATE_TIME] IN:CREATE_ALARM]
Alarme à 5h45	[IN:CREATE_ALARM [SL:DATE_TIME à 5h45 SL:DATE_TIME] IN:CREATE_ALARM]
Je voudrais être réveillé à 15h30 , veuillez mettre le réveil pour cette heure là	[IN:CREATE_ALARM [SL:DATE_TIME à 15h30 SL:DATE_TIME] IN:CREATE_ALARM]
Créer une alarme à 5 heures	[IN:CREATE_ALARM [SL:DATE_TIME à 5 heures SL:DATE_TIME] IN:CREATE_ALARM]
Il faut régler un nouveau réveil pour 15h	[IN:CREATE_ALARM [SL:DATE_TIME pour 15h SL:DATE_TIME] IN:CREATE_ALARM]
Réveillez - moi lundi matin à 5h	[IN:CREATE_ALARM [SL:DATE_TIME lundi matin à 5h SL:DATE_TIME] IN:CREATE_ALARM]
Ajoute une alarme pour dimanche à 9h du matin	[IN:CREATE_ALARM [SL:DATE_TIME pour dimanche à 9h du matin SL:DATE_TIME] IN:CREATE_ALARM]
Règle une alarme pour demain après - midi 15h	[IN:CREATE_ALARM [SL:DATE_TIME pour demain après - midi 15h SL:DATE_TIME] IN:CREATE_ALARM]
Crée une nouvelle alarme le 1er janvier de l' année prochaine à 15h .	[IN:CREATE_ALARM [SL:DATE_TIME le 1er janvier de l' année prochaine à 15h SL:DATE_TIME] IN:CREATE_ALARM]
Crée une alarme pour le 4 mai	[IN:CREATE_ALARM [SL:DATE_TIME pour le 4 mai SL:DATE_TIME] IN:CREATE_ALARM]
Mettez - moi une autre alarme pour 7h20 du matin les lundis	[IN:CREATE_ALARM [SL:DATE_TIME pour 7h20 du matin les lundis SL:DATE_TIME] IN:CREATE_ALARM]
Programme une nouvelle alarme pour chaque lundi à 8 heures du matin	[IN:CREATE_ALARM [SL:DATE_TIME pour chaque lundi à 8 heures du matin SL:DATE_TIME] IN:CREATE_ALARM]
Programmez une alarme récurrente pour minuit les samedis	[IN:CREATE_ALARM [SL:DATE_TIME pour minuit les samedis SL:DATE_TIME] IN:CREATE_ALARM]
répéter l' alarme tous les lundis à 16h	[IN:CREATE_ALARM [SL:DATE_TIME tous les lundis à 16h SL:DATE_TIME] IN:CREATE_ALARM]
Répéter les alarmes s' il te plaît , les jeudis à 9h du matin .	[IN:CREATE_ALARM [SL:DATE_TIME les jeudis à 9h du matin SL:DATE_TIME] IN:CREATE_ALARM]
Programme une alarme mensuelle pour payer l' abonnement au club de gym le 03 de chaque mois	[IN:CREATE_ALARM [SL:PERIOD mensuelle SL:PERIOD] [SL:ALARM_NAME payer l' abonnement au club de gym SL:ALARM_NAME] [SL:DATE_TIME le 03 de chaque mois SL:DATE_TIME] IN:CREATE_ALARM]
Fais - moi savoir l' heure à 8 heures du matin tous les jours .	[IN:CREATE_ALARM [SL:DATE_TIME à 8 heures du matin tous les jours SL:DATE_TIME] IN:CREATE_ALARM]
Créez un réveil pour 7h demain matin	[IN:CREATE_ALARM [SL:ALARM_NAME réveil SL:ALARM_NAME] [SL:DATE_TIME pour 7h demain matin SL:DATE_TIME] IN:CREATE_ALARM]
Règle un réveil nommé invités pour 17h vendredi soir nommé invités	[IN:CREATE_ALARM [SL:ALARM_NAME invités SL:ALARM_NAME] [SL:DATE_TIME pour 17h vendredi soir SL:DATE_TIME] IN:CREATE_ALARM]
créer une alarme à 16h15 et 19h	[IN:CREATE_ALARM [SL:DATE_TIME à 16h15 et 19h SL:DATE_TIME] IN:CREATE_ALARM]
Créez des alarmes pour 6h et 7h du matin demain	[IN:CREATE_ALARM [SL:DATE_TIME pour 6h et 7h du matin demain SL:DATE_TIME] IN:CREATE_ALARM]
Aujourd'hui , deux alarmes , 12 et 2	[IN:CREATE_ALARM [SL:AMOUNT deux SL:AMOUNT] [SL:DATE_TIME 12 SL:DATE_TIME] [SL:DATE_TIME 2 SL:DATE_TIME] IN:CREATE_ALARM]
Crée une nouvelle alarme pour mardi 6h du matin et 18h	[IN:CREATE_ALARM [SL:DATE_TIME pour mardi 6h du matin et 18h SL:DATE_TIME] IN:CREATE_ALARM]
Recule mon prochain réveil d’ une heure .	[IN:UPDATE_ALARM [SL:ORDINAL prochain SL:ORDINAL] [SL:DATE_TIME d’ une heure SL:DATE_TIME] IN:UPDATE_ALARM]
Déclenche mon alarme à 14 heures	[IN:CREATE_ALARM [SL:DATE_TIME à 14 heures SL:DATE_TIME] IN:CREATE_ALARM]
Change mon réveil à 18h vendredi .	[IN:UPDATE_ALARM [SL:DATE_TIME à 18h vendredi SL:DATE_TIME] IN:UPDATE_ALARM]
Pouvez - vous me montrer toutes les alarmes qui ont été programmées ?	[IN:GET_ALARM [SL:AMOUNT toutes SL:AMOUNT] IN:GET_ALARM]
J' ai quelles alarmes qui s' appellent mymeds ? Montrez - moi .	[IN:GET_ALARM [SL:ALARM_NAME mymeds SL:ALARM_NAME] IN:GET_ALARM]
Je dois voir mes alarmes .	[IN:GET_ALARM  IN:GET_ALARM]
Veuillez me donner les horaires de toutes mes alarmes .	[IN:GET_ALARM [SL:AMOUNT toutes SL:AMOUNT] IN:GET_ALARM]
Supprime toutes les alarmes	[IN:DELETE_ALARM [SL:AMOUNT toutes SL:AMOUNT] IN:DELETE_ALARM]
Supprimer toutes les alarmes qui ont été programmées .	[IN:DELETE_ALARM [SL:AMOUNT toutes SL:AMOUNT] IN:DELETE_ALARM]
raccroche avec Xiomara Blakey	[IN:END_CALL [SL:CONTACT Xiomara Blakey SL:CONTACT] IN:END_CALL]
raccroche avec Izabella	[IN:END_CALL [SL:CONTACT Izabella SL:CONTACT] IN:END_CALL]
raccroche l’ appel avec Kane	[IN:END_CALL [SL:CONTACT Kane SL:CONTACT] IN:END_CALL]
Raccroche l' appel avec Hope	[IN:END_CALL [SL:CONTACT Hope SL:CONTACT] IN:END_CALL]
Peux - tu ajouter Pasty Inks ?	[IN:UPDATE_CALL [SL:CONTACT_ADDED Pasty Inks SL:CONTACT_ADDED] IN:UPDATE_CALL]
Vous pouvez ajouter Dora Filipovich ?	[IN:UPDATE_CALL [SL:CONTACT_ADDED Dora Filipovich SL:CONTACT_ADDED] IN:UPDATE_CALL]
Ajoute Nickole Vasquiz , s’ il te plaît	[IN:UPDATE_CALL [SL:CONTACT_ADDED Nickole Vasquiz SL:CONTACT_ADDED] IN:UPDATE_CALL]
Ajoutez Polly Binggeli s' il vous plaît	[IN:UPDATE_CALL [SL:CONTACT_ADDED Polly Binggeli SL:CONTACT_ADDED] IN:UPDATE_CALL]
Nouveau message Hé , Deshan vient de m’ appeler	[IN:SEND_MESSAGE [SL:CONTENT_EXACT Hé , Deshan vient de m’ appeler SL:CONTENT_EXACT] IN:SEND_MESSAGE]
programme - moi une nouvelle alarme pour 2460	[IN:CREATE_ALARM [SL:DATE_TIME pour 2460 SL:DATE_TIME] IN:CREATE_ALARM]
Alarme son à 13h60	[IN:CREATE_ALARM [SL:DATE_TIME à 13h60 SL:DATE_TIME] IN:CREATE_ALARM]
Créez une alarme pour 4h50 du matin	[IN:CREATE_ALARM [SL:DATE_TIME pour 4h50 du matin SL:DATE_TIME] IN:CREATE_ALARM]
faire sonner l' alarme à 21h10	[IN:CREATE_ALARM [SL:DATE_TIME à 21h10 SL:DATE_TIME] IN:CREATE_ALARM]
historique d’ appels aboutis	[IN:GET_CALL  IN:GET_CALL]
Appelle Connor E	[IN:CREATE_CALL [SL:CONTACT Connor E SL:CONTACT] IN:CREATE_CALL]
Appelle Alexis ma femme	[IN:CREATE_CALL [SL:CONTACT   [IN:GET_CONTACT     [SL:CONTACT Alexis SL:CONTACT]     [SL:CONTACT_RELATED ma SL:CONTACT_RELATED]     [SL:TYPE_RELATION femme SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
shuffle DAMN . ÉDITION COLLECTOR .	[IN:START_SHUFFLE_MUSIC [SL:MUSIC_ALBUM_TITLE DAMN . ÉDITION COLLECTOR . SL:MUSIC_ALBUM_TITLE] IN:START_SHUFFLE_MUSIC]
joue International Superhits ! sur Pandora	[IN:PLAY_MUSIC [SL:MUSIC_ALBUM_TITLE International Superhits ! SL:MUSIC_ALBUM_TITLE] [SL:MUSIC_PROVIDER_NAME Pandora SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
ouvre iHeartRadio et joue Pure Southern Soul de façon aléatoire	[IN:START_SHUFFLE_MUSIC [SL:MUSIC_PROVIDER_NAME iHeartRadio SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_ALBUM_TITLE Pure Southern Soul SL:MUSIC_ALBUM_TITLE] IN:START_SHUFFLE_MUSIC]
Règle une alarme pour 16h , s’ il te plaît .	[IN:CREATE_ALARM [SL:DATE_TIME pour 16h SL:DATE_TIME] IN:CREATE_ALARM]
Veuillez programmer une alarme pour jeudi	[IN:CREATE_ALARM [SL:DATE_TIME pour jeudi SL:DATE_TIME] IN:CREATE_ALARM]
Programme une alarme pour vendredi , s' il te plaît	[IN:CREATE_ALARM [SL:DATE_TIME pour vendredi SL:DATE_TIME] IN:CREATE_ALARM]
Peux - tu programmer une alarme pour mardi prochain , s' il te plaît ?	[IN:CREATE_ALARM [SL:DATE_TIME pour mardi prochain SL:DATE_TIME] IN:CREATE_ALARM]
Répète pour 25 minutes de plus	[IN:SNOOZE_ALARM [SL:DATE_TIME pour 25 minutes de plus SL:DATE_TIME] IN:SNOOZE_ALARM]
J’ ai besoin d’ un réveil demain	[IN:CREATE_ALARM [SL:ALARM_NAME réveil SL:ALARM_NAME] [SL:DATE_TIME demain SL:DATE_TIME] IN:CREATE_ALARM]
Programme une alerte ' heure du match ' à 19h	[IN:CREATE_ALARM [SL:ALARM_NAME heure du match SL:ALARM_NAME] [SL:DATE_TIME à 19h SL:DATE_TIME] IN:CREATE_ALARM]
Fixons une alarme pour le concert des petits - enfants samedi à 15h	[IN:CREATE_ALARM [SL:ALARM_NAME concert des petits - enfants SL:ALARM_NAME] [SL:DATE_TIME samedi à 15h SL:DATE_TIME] IN:CREATE_ALARM]
programme un rappel de football pour les dimanche à 13 heures	[IN:CREATE_ALARM [SL:ALARM_NAME football SL:ALARM_NAME] [SL:DATE_TIME pour les dimanche à 13 heures SL:DATE_TIME] IN:CREATE_ALARM]
S’ il te plait créer deux réveils : un réveil pour 15h et un réveil pour 16h	[IN:CREATE_ALARM [SL:AMOUNT deux SL:AMOUNT] [SL:DATE_TIME pour 15h SL:DATE_TIME] [SL:DATE_TIME pour 16h SL:DATE_TIME] IN:CREATE_ALARM]
Peux - tu créer des alarmes pour vendredi à 7 et 8h du matin , s' il te plaît ?	[IN:CREATE_ALARM [SL:DATE_TIME pour vendredi à 7 et 8h du matin SL:DATE_TIME] IN:CREATE_ALARM]
je voudrais déplacer mon alarme pour la salle de sport à 16h	[IN:UPDATE_ALARM [SL:ALARM_NAME salle de sport SL:ALARM_NAME] [SL:DATE_TIME à 16h SL:DATE_TIME] IN:UPDATE_ALARM]
Mon alarme est programmée pour quelle heure ?	[IN:GET_ALARM  IN:GET_ALARM]
J’ aimerais voir mon prochain réveil	[IN:GET_ALARM [SL:ORDINAL prochain SL:ORDINAL] IN:GET_ALARM]
Montre - moi les alarmes récurrentes que j' ai programmées	[IN:GET_ALARM  IN:GET_ALARM]
Que ressent - on d' être dehors ?	[IN:GET_WEATHER  IN:GET_WEATHER]
Donne - moi les prévisions pour 6 jours	[IN:GET_WEATHER [SL:DATE_TIME pour 6 jours SL:DATE_TIME] IN:GET_WEATHER]
Quel temps fait - il ?	[IN:GET_WEATHER  IN:GET_WEATHER]
ouvre iheartradio et joue AMP Radio .	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_RADIO_ID AMP Radio SL:MUSIC_RADIO_ID] IN:PLAY_MUSIC]
aller dans iheartradio et jouer WQXR - FM	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_RADIO_ID WQXR - FM SL:MUSIC_RADIO_ID] IN:PLAY_MUSIC]
ouvre iheartradio et mets WCBS .	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_RADIO_ID WCBS SL:MUSIC_RADIO_ID] IN:PLAY_MUSIC]
joue WKOW sur iheartradio	[IN:PLAY_MUSIC [SL:MUSIC_RADIO_ID WKOW SL:MUSIC_RADIO_ID] [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
Passe KEXP FM sur iheartradio .	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_RADIO_ID KEXP FM SL:MUSIC_RADIO_ID] IN:PLAY_MUSIC]
Je veux connaitre la prévision météo	[IN:GET_WEATHER  IN:GET_WEATHER]
Ai - je besoin d' un parapluie quand je sors ce soir ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE parapluie SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:GET_WEATHER]
Est - ce que j’ aurais besoin d’ une veste pour faire du shopping ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE veste SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Recherche le temps qu’ il fera à Rome jeudi	[IN:GET_WEATHER [SL:LOCATION Rome SL:LOCATION] [SL:DATE_TIME jeudi SL:DATE_TIME] IN:GET_WEATHER]
Quelles sont les prévisions météo pour 15h le lundi 1er à Dubaï ?	[IN:GET_WEATHER [SL:DATE_TIME pour 15h le lundi 1er SL:DATE_TIME] [SL:LOCATION Dubaï SL:LOCATION] IN:GET_WEATHER]
Dis - moi le temps qu’ il fera le dimanche de Pâques à Paris , s’ il te plaît	[IN:GET_WEATHER [SL:DATE_TIME le dimanche de Pâques SL:DATE_TIME] [SL:LOCATION Paris SL:LOCATION] IN:GET_WEATHER]
La vitesse du vent sera à combien de km / h aujourd'hui ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE vitesse du vent SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
